spotifyId;name;acousticness;danceability;energy;instrumentalness;key;liveness;loudness;speechiness;tempo;time_signature;valence;pname
4KcH1ZRV2W1q7Flq0QqC76;"Blitzkrieg Bop - 2016 Remaster";0.000269;0.385;0.783;0.47;9;0.108;-2.533;0.233;176.701;4;0.902;"Pop punk"
4LJhJ6DQS7NwE7UKtvcM52;"What's My Age Again?";0.0126;0.391;0.951;0.000378;6;0.0878;-7.419;0.0692;157.66;4;0.468;"Pop punk"
4m9NfjevXsDVaLtM1kj0Sx;crushcrushcrush;0.000218;0.631;0.793;0.0000565;1;0.0976;-4.086;0.0468;136.96;4;0.648;"Pop punk"
4pImG3RdbaGfanzQOTFgyr;"My Friends Over You";0.000193;0.404;0.98;0;2;0.0742;-4.038;0.107;177.793;4;0.433;"Pop punk"
4uB28m7RAflobYpnLMb6A2;Linoleum;0.0000332;0.18;0.934;0.000551;4;0.0702;-8.699;0.115;197.043;4;0.433;"Pop punk"
4UuHWIkAWnN176A2rx7YFB;1985;0.000246;0.607;0.878;0;4;0.337;-4.422;0.0665;119.955;4;0.853;"Pop punk"
4v2Bq0xDB7uNN73I5b44Du;estella//;0.000839;0.472;0.811;0.000143;8;0.373;-5.121;0.0612;164.991;4;0.637;"Pop punk"
4wNATViXFXHOKsGgEehnBT;"Teenage Kicks";0.0011;0.415;0.782;0;2;0.14;-6.745;0.0461;135.029;4;0.564;"Pop punk"
4wzjNqjKAKDU82e8uMhzmr;"Face Down";0.000665;0.545;0.932;0;7;0.127;-2.189;0.0399;92.956;4;0.464;"Pop punk"
4X3qGigyU6ARi3HP4lWD95;Superman;0.000131;0.429;0.937;0.0002;2;0.0807;-3.986;0.0573;194.838;4;0.894;"Pop punk"
4XOZaPYeMn9hcbpyS90NnD;"Lights And Sounds";0.0000848;0.344;0.972;0;11;0.293;-3.675;0.116;167.819;4;0.387;"Pop punk"
56hwcJKj0M40A3qdhV3177;"Time Bomb";0.259;0.635;0.967;0;9;0.519;-4.568;0.053;164.52;4;0.942;"Pop punk"
58HpsDKeYoLtNhXFQyQmz5;"Move Along";0.000124;0.526;0.92;0;3;0.371;-3.866;0.0472;109.86;4;0.615;"Pop punk"
5BmagRD7Thki6O1zZwbxBy;"The Boys of Summer";0.000674;0.251;0.954;0.000132;6;0.0975;-2.879;0.0691;191.059;4;0.264;"Pop punk"
5cY8y2XgOfkAh4kSWLFKkz;"I Write Sins Not Tragedies";0.0737;0.566;0.815;0;9;0.12;-4.481;0.14;169.961;4;0.672;"Pop punk"
5dJqHtAc4toOPTRX9xfOB6;"Los Angeles";0.000439;0.509;0.817;0.00000556;10;0.0947;-5.472;0.0502;155.199;4;0.597;"Pop punk"
5gb9UJkh8TfrNMRYOJNbew;"Gives You Hell";0.0159;0.718;0.691;0;4;0.0627;-6.44;0.0387;100.008;4;0.552;"Pop punk"
5JJDu0Z5DKe7mR31MGksSg;"Come Out and Play";0.0675;0.519;0.77;0.00000348;7;0.0762;-8.788;0.0809;158.29;4;0.921;"Pop punk"
5mQlRdP91RtczegYXG3X63;"The Adventure";0.0485;0.543;0.878;0.00101;11;0.125;-5.994;0.0472;144.157;4;0.189;"Pop punk"
5NoQvINZLBV1wMYPdNmReL;"I Wanna Be Sedated";0.121;0.56;0.965;0.00000623;11;0.169;-2.341;0.0409;162.825;4;0.964;"Pop punk"
5rLi8B8qgk6qThwRnKHW2P;"The Ballad of Mona Lisa";0.000362;0.436;0.893;0;9;0.103;-4.18;0.0556;124.113;4;0.0794;"Pop punk"
5TjwiYZVMHVrGvRzbeCaV7;"I Just Wanna Live";0.0144;0.803;0.83;0;10;0.103;-4.636;0.0356;111.033;4;0.935;"Pop punk"
5vfjUAhefN7IjHbTvVCT4Z;Holiday;0.000138;0.538;0.884;0;8;0.466;-3.251;0.031;146.511;4;0.736;"Pop punk"
5wjQihzWIKgBc1hzf5work;"Flavor Of The Weak";0.000628;0.388;0.952;0.0000195;10;0.33;-3.018;0.0598;151.288;4;0.504;"Pop punk"
5wQnmLuC1W7ATsArWACrgW;"Welcome to the Black Parade";0.000289;0.217;0.905;0.00011;2;0.222;-4.103;0.0752;96.95;4;0.236;"Pop punk"
5YUJMvTg4AWHKjqQidTsGK;"Ever Fallen in Love (With Someone You Shouldn't've?) - 1996 Remastered Version";0.000862;0.266;0.831;0;4;0.0555;-9.07;0.0453;175.514;4;0.778;"Pop punk"
5z0QlOV93W6Yo7DG2SYOJP;weapon;0.00021;0.402;0.924;0;7;0.237;-4.089;0.156;180.075;4;0.443;"Pop punk"
5Z1SOaxg4ggUhDmwdYr3js;"Save It For The Bedroom";0.00105;0.323;0.956;0.000169;1;0.147;-2.507;0.0536;186.089;4;0.491;"Pop punk"
5ZdzNVOmCSp5HFLk0EgvJS;"Dirty Little Secret";0.000343;0.469;0.955;0.00000135;10;0.548;-4.253;0.0432;143.853;4;0.462;"Pop punk"
65mxB9IWpmVo4qUjdGSxRB;"Girls & Boys";0.00212;0.663;0.72;0;3;0.358;-5.497;0.0331;135.342;4;0.608;"Pop punk"
6dfwRetlyLPBoQzdufbOWj;"Bite Me";0.00381;0.491;0.792;0;8;0.359;-4.382;0.0699;169.997;4;0.74;"Pop punk"
6fTgbkBiMITtHUmik95ClX;MakeDamnSure;0.00942;0.552;0.836;0;6;0.372;-5.608;0.0453;140.496;4;0.432;"Pop punk"
6GG73Jik4jUlQCkKg9JuGO;"The Middle";0.0371;0.643;0.849;0;2;0.058;-5.428;0.0526;162.152;4;0.903;"Pop punk"
6GIrIt2M39wEGwjCQjGChX;"The Great Escape";0.00166;0.423;0.94;0;1;0.178;-4.012;0.0635;149.934;4;0.505;"Pop punk"
6hqt1z34Oz0OZtSfy62OFD;"The Hell Song";0.000143;0.359;0.935;0.0141;8;0.351;-5.529;0.0817;173.429;4;0.658;"Pop punk"
6HvUYS1xDfTCGWoeVrv3XS;Dammit;0.00168;0.429;0.974;0;0;0.164;-5.136;0.0899;110.373;4;0.33;"Pop punk"
6hwQ69v7VbPhTTR2fOtYX7;"Want You Bad";0.0000559;0.491;0.966;0;4;0.307;-4.28;0.0538;105.544;4;0.614;"Pop punk"
6mADjHs6FXdroPzEGW6KVJ;"bloody valentine";0.00021;0.533;0.858;0;2;0.148;-4.212;0.0766;160.057;4;0.506;"Pop punk"
6otiaV2fagE3s8IvP6WkwG;"I'm Just a Kid";0.00107;0.527;0.834;0.000102;1;0.0993;-5.531;0.0447;110.065;4;0.422;"Pop punk"
6OyKBwLzq4h15XmxeWf5n4;"Cute Without The 'E' (Cut From The Team) - Remastered";0.0252;0.398;0.89;0;1;0.0472;-2.248;0.0473;95.095;4;0.572;"Pop punk"
6TfBA04WJ3X1d1wXhaCFVT;"You're Gonna Go Far, Kid";0.00428;0.55;0.917;0;0;0.197;-3.159;0.0638;126.115;4;0.601;"Pop punk"
6yT4ww7r7wDBlwMDUazx0U;"When Your Heart Stops Beating";0.000367;0.416;0.967;0;9;0.0632;-2.289;0.109;171.032;4;0.431;"Pop punk"
78OBZL4Z6QHdwwloWIh0Lt;Teenagers;0.0506;0.463;0.857;0;4;0.184;-3.063;0.0632;111.647;4;0.856;"Pop punk"
7kDUspsoYfLkWnZR7qwHZl;"my ex's best friend (with blackbear)";0.00473;0.731;0.675;0;5;0.141;-5.134;0.0434;124.939;4;0.298;"Pop punk"
7lRlq939cDG4SzWOF4VAnd;"I'm Not Okay (I Promise)";0.00602;0.21;0.94;0;9;0.269;-3.427;0.123;179.722;4;0.255;"Pop punk"
7w0gu9n8vp3sE0xZFCxcFu;"Drown In My Mind";0.0456;0.54;0.833;0;7;0.103;-5.691;0.0391;134.996;4;0.448;"Pop punk"
06JvOZ39sK8D8SqiqfaxDU;"True Love";0.0182;0.712;0.861;0.00000609;5;0.511;-5.487;0.25;84.042;4;0.388;"Hip hop 2023"
0g2Bbgy7P41pFjMWJuzsf4;"STAYING ALIVE (feat. Drake & Lil Baby)";0.068;0.718;0.461;0;4;0.283;-7.676;0.0797;129.953;4;0.181;"Hip hop 2023"
0hquQWY3xvYqN4qtiquniF;"Vegas (From the Original Motion Picture Soundtrack ELVIS)";0.0777;0.801;0.601;0.0000323;8;0.145;-7.574;0.255;159.969;4;0.74;"Hip hop 2023"
0LnS7aOdOdI1dNKZqdOLz4;"Dua Lipa";0.00161;0.833;0.652;0.0985;11;0.106;-6.942;0.0762;158.022;4;0.405;"Hip hop 2023"
0QJT8WnJMdCGPWPXDpuAIm;"CALVIN KLEIN 205W39NYC";0.325;0.781;0.571;0.0000058;6;0.45;-4.229;0.131;126.942;4;0.497;"Hip hop 2023"
0QNNd0qMCDbraS1nQPg3aA;"HOTEL LOBBY (Unc & Phew)";0.142;0.821;0.636;0;11;0.233;-4.479;0.169;127.961;4;0.163;"Hip hop 2023"
0UMqDSXk4xvoCNRrIEPf7T;"King Snipe";0.0103;0.818;0.526;0;1;0.146;-8.078;0.277;125.061;4;0.531;"Hip hop 2023"
0vjeOZ3Ft5jvAi9SBFJm1j;"Superhero (Heroes & Villains) [with Future & Chris Brown]";0.152;0.526;0.606;0.00000236;5;0.194;-5.3;0.259;116.622;4;0.492;"Hip hop 2023"
0VOMBffX1llDu37yQUt3u3;"Pop Out (feat. Nardo Wick)";0.00248;0.474;0.576;0.000309;1;0.174;-6.963;0.257;157.947;4;0.285;"Hip hop 2023"
0wTTf3msjDJ8NcZGTmQJQV;"My Friends (feat. Lil Durk)";0.0558;0.633;0.478;0;8;0.202;-8.039;0.044;169.961;4;0.441;"Hip hop 2023"
0ypjMI7vHiDP4sLB1C0Qna;Talk;0.0845;0.698;0.763;0;4;0.54;-4.718;0.229;139.998;4;0.256;"Hip hop 2023"
1a019wP7IdYLexwbmfZPm3;"Flawlëss (feat. Lil Uzi Vert)";0.0715;0.474;0.805;0;1;0.147;-5.997;0.332;131.001;4;0.109;"Hip hop 2023"
1b1fhLW1BobxtvOMrM5XnS;"Plans 4 You";0.692;0.693;0.708;0;7;0.111;-5.148;0.105;84.981;4;0.515;"Hip hop 2023"
1bDbXMyjaUIooNwFE9wn0N;"Rich Flex";0.0503;0.561;0.52;0.00000186;11;0.355;-9.342;0.244;153.15;3;0.424;"Hip hop 2023"
1BdhG3sUV8faaZGC6faVaB;"Elon Musk";0.477;0.837;0.24;0.354;0;0.104;-17.749;0.104;159.954;4;0.548;"Hip hop 2023"
1dp8aQANyTRKssDeAYPiZe;"Scrape It Off (feat. Lil Uzi Vert & Don Toliver)";0.484;0.594;0.679;0.00000783;7;0.114;-3.702;0.345;106.726;5;0.66;"Hip hop 2023"
1HvTxgCj0mTzQlEo0zLvFb;"In My Head";0.159;0.684;0.545;0;1;0.102;-6.885;0.121;143.049;4;0.407;"Hip hop 2023"
1KaRuTOGchQyTnrY3vWzfR;"Aston Martin Truck";0.194;0.749;0.548;0;5;0.16;-6.223;0.352;153.855;4;0.581;"Hip hop 2023"
1NtyeXryylf8HWXnxVTD3v;"Yungen (feat. Jack Harlow)";0.309;0.614;0.744;0.00000114;11;0.173;-5.52;0.125;146.02;4;0.589;"Hip hop 2023"
1oc92BMKYkNxK17C2GtyRM;Distraction;0.16;0.713;0.689;0;11;0.136;-5.99;0.255;156.934;4;0.63;"Hip hop 2023"
1qMMYpVatbRITKCfq1gasi;"PUFFIN ON ZOOTIEZ";0.0603;0.883;0.657;0;8;0.128;-5.748;0.305;124.992;4;0.284;"Hip hop 2023"
1rDQ4oMwGJI7B4tovsBOxc;"First Class";0.0254;0.905;0.563;0.00000971;8;0.113;-6.135;0.102;106.998;4;0.324;"Hip hop 2023"
1wxwtRePHymW9YiTW3kwVr;"MOTEL 6";0.0516;0.914;0.37;0;0;0.0988;-10.421;0.191;138.104;4;0.259;"Hip hop 2023"
1Y5Jvi3eLi4Chwqch9GMem;"Super Gremlin";0.00265;0.825;0.414;0;2;0.357;-6.634;0.144;72.993;4;0.106;"Hip hop 2023"
23pGZ6n6Xd3yV7qK4xw7dx;"B.R.O. (Better Ride Out) [feat. Roddy Ricch]";0.0398;0.576;0.596;0;2;0.0975;-7.774;0.108;95.457;4;0.338;"Hip hop 2023"
27ZZdyTSQWI7Cug2d2PkqV;"BILLIE EILISH.";0.115;0.9;0.509;0.00000167;1;0.0937;-6.647;0.257;100.007;4;0.765;"Hip hop 2023"
29To0uXNh536NIWFlcxkHx;"Deep End Feat. Kye Harris";0.166;0.693;0.894;0;11;0.084;-5.75;0.0599;136.088;4;0.777;"Hip hop 2023"
2A0G0bPmlkUXUbvWqrAXzg;"Not Finished";0.0123;0.785;0.524;0;1;0.365;-7.004;0.122;142.007;4;0.0855;"Hip hop 2023"
2BcMwX1MPV6ZHP4tUT9uq6;"Knife Talk (with 21 Savage ft. Project Pat)";0.0635;0.849;0.424;0;5;0.0834;-9.579;0.324;145.887;4;0.153;"Hip hop 2023"
2BJWxD8xKrDv8vneTvTIm9;"Beat the Odds";0.054;0.498;0.625;0;8;0.175;-7.452;0.342;84.821;4;0.478;"Hip hop 2023"
2enPUkgHeXUTdyc6mdKBZw;Ruthless;0.113;0.827;0.641;0;4;0.0769;-6.464;0.0828;103.903;4;0.331;"Hip hop 2023"
2fCfXwzXLfP7FBZrQQPdSk;"Already Won";0.0986;0.75;0.723;0.0000871;7;0.13;-5.858;0.0691;156.037;4;0.582;"Hip hop 2023"
2FeBslNBMdR9V58uv6hd2t;N95;0.377;0.79;0.67;0.00000232;1;0.119;-5.527;0.105;139.956;4;0.408;"Hip hop 2023"
2FWeNvUo79OeiHWoR1bUsO;"Put It On Me";0.0331;0.665;0.666;0;9;0.0841;-7.009;0.429;164.205;4;0.844;"Hip hop 2023"
2g3qKijfeHfDyM7Fmaoi5M;Blow;0.0579;0.815;0.742;0;11;0.345;-4.896;0.245;137.036;4;0.584;"Hip hop 2023"
2Hh3ETdQKrmSI3QS0hme7g;"Too Many Nights (feat. Don Toliver & with Future)";0.189;0.684;0.671;0.0000237;7;0.122;-4.392;0.0464;88.048;4;0.156;"Hip hop 2023"
2KLwPaRDOB87XOYAT2fgxh;"Pussy & Millions (feat. Travis Scott)";0.0623;0.749;0.63;0;4;0.353;-6.652;0.116;122.03;4;0.445;"Hip hop 2023"
2mzlyJ8Gb8cFMJvfENKnJQ;Treesha;0.0768;0.545;0.545;0;2;0.121;-8.631;0.301;163.847;4;0.122;"Hip hop 2023"
2NVXBBbO4xGO851zrMfCFi;"2 Mins of Pain (feat. Alborosie)";0.101;0.886;0.434;0.00000122;11;0.297;-12.106;0.403;147.995;4;0.785;"Hip hop 2023"
2q2HyvGHcDbIgHi9o5gpFQ;"DARK BROTHERHOOD (feat. Lil Baby)";0.0687;0.681;0.801;0;7;0.768;-2.515;0.179;148.936;4;0.371;"Hip hop 2023"
2Q2mcoXVkioh4OBcL8mm4p;"On Wat U On (with GloRilla)";0.0444;0.894;0.528;0;1;0.108;-7.623;0.466;144.532;4;0.2;"Hip hop 2023"
2RJAKIw6nIkgZVsAIKhmqz;"In My Head";0.269;0.633;0.548;0;5;0.16;-5.634;0.0467;160.011;4;0.35;"Hip hop 2023"
2SECORaAeXbCP8LdKnuJW5;"It's Up";0.341;0.729;0.699;0;2;0.0746;-6.909;0.322;143.208;4;0.489;"Hip hop 2023"
2TSfStvlAMLw89u3tali79;"Dah Dah DahDah";0.149;0.66;0.373;0;11;0.106;-10.234;0.595;167.912;4;0.35;"Hip hop 2023"
2ZL7WZcjuYKi1KUDtp4kCC;"Spin Bout U";0.01;0.773;0.701;0;7;0.163;-6.386;0.0512;129.963;4;0.203;"Hip hop 2023"
3dpPfrdOs6gEL12XcT2X3j;"TOXIC (feat. Quavo)";0.057;0.747;0.712;0;11;0.0885;-4.68;0.0539;153.966;3;0.969;"Hip hop 2023"
3F5CgOj3wFlRv51JsHbxhe;"Jimmy Cooks (feat. 21 Savage)";0.000307;0.529;0.673;0.00000241;0;0.093;-4.711;0.175;165.921;4;0.366;"Hip hop 2023"
3fNMgjG8yXaSam46swhz7w;"KNIGHT CRAWLER (feat. Juice WRLD)";0.0537;0.679;0.769;0;0;0.309;-3.539;0.24;130.094;4;0.424;"Hip hop 2023"
3ihIZrJreMJPjQdNLrEXnP;"In A Minute";0.0336;0.643;0.605;0;4;0.112;-5.968;0.297;84.216;4;0.145;"Hip hop 2023"
3LnpBazWpD31QMTn6LgVGv;"pushin P (feat. Young Thug)";0.00783;0.773;0.422;0.00693;1;0.129;-4.572;0.187;77.502;1;0.488;"Hip hop 2023"
3LtpKP5abr2qqjunvjlX5i;Doja;0.38;0.911;0.573;0;6;0.403;-7.43;0.288;140.04;4;0.972;"Hip hop 2023"
3S68RFe1lsdCdTMPIMJM3X;"Cash In Cash Out";0.00721;0.877;0.56;0.00000145;7;0.0839;-3.751;0.0596;119.971;4;0.154;"Hip hop 2023"
3TqkObtYOMVpGYjHr7JnkC;FENTANYL;0.236;0.711;0.477;0;2;0.096;-9.731;0.241;144.952;4;0.365;"Hip hop 2023"
3uJFmluXzYedoJcvhpC1AW;"Hot Shit (feat. Ye & Lil Durk)";0.00152;0.878;0.685;0;9;0.0753;-5.28;0.225;157.003;4;0.523;"Hip hop 2023"
3wspfG772mi1c25JpnNOVP;Walk;0.037;0.817;0.512;0;8;0.216;-6.943;0.0984;130.04;4;0.17;"Hip hop 2023"
3zkyus0njMCL6phZmNNEeN;"LET GO";0.859;0.735;0.449;0;2;0.213;-9.933;0.383;146.016;4;0.514;"Hip hop 2023"
42r1zOwtFMTsFe1kYSIvFC;Genie;0.0042;0.7;0.744;0.00212;8;0.334;-8.928;0.167;175.964;4;0.583;"Hip hop 2023"
42Xba467wgGvYrR2EE6s0i;Cigarettes;0.0303;0.597;0.615;0;2;0.378;-6.346;0.0421;160.014;4;0.467;"Hip hop 2023"
46s57QULU02Voy0Kup6UEb;"Major Distribution";0.0127;0.908;0.546;0;8;0.0707;-10.491;0.323;131.016;4;0.225;"Hip hop 2023"
48qgXl0CQUVYJVn6xv0rsP;"Nothing Changed";0.18;0.907;0.59;0;5;0.184;-6.128;0.108;134.902;4;0.681;"Hip hop 2023"
4C6Uex2ILwJi9sZXRdmqXp;"Super Freaky Girl";0.0645;0.95;0.891;0.0000177;2;0.309;-2.653;0.241;133.01;4;0.912;"Hip hop 2023"
4FyesJzVpA39hbYvcseO2d;"Just Wanna Rock";0.0652;0.486;0.545;0.00474;11;0.0642;-7.924;0.0336;150.187;4;0.0385;"Hip hop 2023"
4huBDGP4I3S0pYI0EaRN1c;"City of Gods";0.102;0.474;0.801;0;8;0.322;-5.978;0.375;147.356;4;0.497;"Hip hop 2023"
4wRJHXHDJnKSPr9IVn0BFR;"To The Bone (feat. YoungBoy Never Broke Again)";0.0395;0.899;0.582;0;11;0.1;-7.275;0.264;149.973;4;0.505;"Hip hop 2023"
4WuOWVnAqvEQxgSRrspBgt;"Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage]";0.189;0.671;0.658;0.0000866;2;0.147;-5.567;0.309;87.933;4;0.257;"Hip hop 2023"
59nOXPmaKlBfGMDeOVGrIK;"WAIT FOR U (feat. Drake & Tems)";0.314;0.463;0.642;0;1;0.0686;-4.474;0.34;83.389;4;0.339;"Hip hop 2023"
5c2IvJeaFx4m2DmOR1iryD;"Internet Trolls";0.0432;0.765;0.882;0;1;0.353;-3.392;0.414;166.784;4;0.439;"Hip hop 2023"
5cx7vkF8BQ0iOsVpfvZbnz;"Sleazy Flow (with Lil Baby) - Remix";0.2;0.869;0.298;0;2;0.0753;-12.076;0.386;77.47;4;0.178;"Hip hop 2023"
5eSRsILuZOdEz55igfg9qV;"Break My Heart";0.00792;0.722;0.483;0;1;0.0977;-8.458;0.0455;85.007;4;0.355;"Hip hop 2023"
5gAwpwuchaCGnJLlBMGBzp;"DO IT AGAIN (feat. 2Rare)";0.0864;0.806;0.64;0;11;0.201;-7.398;0.317;160.054;4;0.716;"Hip hop 2023"
5QvW5lK6mkfTegpAK9JOO7;"Paris to Tokyo";0.0185;0.642;0.787;0;5;0.288;-6.389;0.17;146.733;4;0.406;"Hip hop 2023"
5unjCay0kUjuej5ebn4nS4;"Down In Atlanta";0.337;0.851;0.819;0.000153;7;0.0658;-5.173;0.212;83.154;3;0.903;"Hip hop 2023"
5uVW9FWVaQde0lfF4hYs4C;"CODE (feat. Moneybagg Yo)";0.0502;0.599;0.598;0.0000501;4;0.173;-7.015;0.124;179.49;4;0.343;"Hip hop 2023"
60PTOzcoFycWBICdumIsFQ;"FOR FUN";0.157;0.775;0.461;0;7;0.0687;-6.594;0.124;134.028;4;0.131;"Hip hop 2023"
62Yo3FDddWY8ydu6PW2wyz;"Nail Tech";0.00508;0.677;0.557;0.00000836;1;0.0984;-8.409;0.0694;150.127;4;0.1;"Hip hop 2023"
6bzQq9ucC73NrFeycJGkkQ;"NOTHING IS REAL";0.0457;0.705;0.602;0;2;0.111;-6.393;0.0547;74.994;4;0.148;"Hip hop 2023"
6DVJ7Aqbml1X3wGxxV5QH5;"9 Lives (feat. Polo G & NLE Choppa)";0.0957;0.577;0.533;0;5;0.127;-8.871;0.501;160.088;4;0.799;"Hip hop 2023"
6EbVuwU7EnKeF2hdpViXCH;"Die Young (feat. 347aidan)";0.827;0.808;0.582;0;11;0.111;-6.26;0.338;77.471;4;0.675;"Hip hop 2023"
6ja11GoXgF75QkEVqqAadn;"Ain’t Safe (feat. Don Toliver)";0.221;0.829;0.644;0.00000104;9;0.141;-4.86;0.291;147.151;4;0.515;"Hip hop 2023"
6kYGOFNUMxpab09L5Ukoke;"Rich Spirit";0.428;0.852;0.421;0.00000228;10;0.106;-9.153;0.208;95.977;4;0.457;"Hip hop 2023"
6mM8gri8d2abYYomjOV4ut;"Stop Breathing";0.0434;0.586;0.689;0;0;0.184;-6.04;0.425;158.457;4;0.456;"Hip hop 2023"
6NFUDs6sXPPt9BKC1Gvq6Z;"Don't Trip";0.345;0.667;0.534;0.00000442;8;0.145;-11.338;0.161;163.115;4;0.4;"Hip hop 2023"
6PQK1Y3Dl6dym9pj0y9Chy;"Give You What You Want";0.222;0.691;0.656;0.00111;10;0.153;-5.673;0.0679;89.467;4;0.393;"Hip hop 2023"
6R6ZS5HYH4RdXkjEwEJO5R;"One Up";0.322;0.85;0.664;0;6;0.0475;-8.119;0.261;144.108;4;0.743;"Hip hop 2023"
6ReNhSxzqwkuHTWtBJaSzo;"Glc Coupe";0.0739;0.913;0.519;0.0000105;10;0.0984;-9.5;0.073;136.93;4;0.341;"Hip hop 2023"
6ug9fUi5oLLgQgOF1G8WkM;"California Breeze";0.00361;0.738;0.666;0;5;0.107;-6.97;0.455;161.734;4;0.215;"Hip hop 2023"
6wj7wjtegmkziorQ2tt5Pz;"Dance Now (feat. Kenny Mason)";0.0942;0.782;0.476;0.000022;1;0.162;-10.972;0.239;135.024;4;0.27;"Hip hop 2023"
6ws54n2IzyrIxxyzlG2bVJ;"Right On";0.0245;0.535;0.618;0;2;0.103;-5.668;0.382;165.991;4;0.211;"Hip hop 2023"
6wyhUr4Xw8z5uSy0AhoZfU;"I'M ON ONE (feat. Drake)";0.0103;0.773;0.707;0.0000104;11;0.296;-5.71;0.0568;76.977;4;0.113;"Hip hop 2023"
6XO8RlYuJCiI0v3IA48FeJ;"Bye Bye";0.0574;0.645;0.525;0;3;0.505;-5.399;0.0355;83.018;4;0.238;"Hip hop 2023"
6Y95jrYOOWDkh7uO6PSDBT;"Bag Talk";0.0276;0.585;0.596;0;1;0.111;-5.677;0.353;157.957;4;0.148;"Hip hop 2023"
71dXlhNnzm7lVjTIol8JL8;"Charged Up";0.168;0.675;0.539;0.00000229;8;0.121;-9.117;0.327;91.818;4;0.176;"Hip hop 2023"
74loibzxXRL875X20kenvk;Poland;0.141;0.695;0.555;0.826;5;0.11;-8.5;0.0509;150.024;4;0.26;"Hip hop 2023"
7asQMsxC6dNgY0inCzJC5O;"G Nikes (feat. Polo G)";0.0716;0.808;0.644;0;1;0.085;-6.167;0.329;151.098;4;0.512;"Hip hop 2023"
7DwcBgdzqhFJltEaV1XF81;"Cooped Up (with Roddy Ricch)";0.038;0.669;0.773;0;0;0.113;-5.619;0.153;93.923;4;0.377;"Hip hop 2023"
7Fege3yv4dvehB3NdRBGwI;"Banking On Me";0.613;0.793;0.308;0.0000168;0;0.0953;-10.414;0.0466;135.143;4;0.46;"Hip hop 2023"
7fSM2taFBEB1WNZl8AOIoo;Detox;0.027;0.845;0.503;0;1;0.116;-7.021;0.334;147.031;4;0.416;"Hip hop 2023"
7KXVIAuw3m2hxZanrpSXS3;"Tomorrow 2 (with Cardi B)";0.0695;0.791;0.818;0;0;0.114;-3.93;0.406;159.922;4;0.693;"Hip hop 2023"
7l2nxyx7IkBX5orhkALg0V;"Privileged Rappers";0.00274;0.934;0.614;0;5;0.123;-7.384;0.198;144.045;4;0.616;"Hip hop 2023"
7ohROa13QK43JBRqfCmz4P;"What Happened To Virgil (feat. Gunna)";0.067;0.795;0.526;0.000002;6;0.134;-9.086;0.204;140.037;4;0.194;"Hip hop 2023"
08ypS6EF8F13l8EUa5I2J4;"Snake Eyes";0.000425;0.501;0.815;0.115;7;0.264;-5.882;0.0747;173.937;4;0.175;"Trancedente ervaringen"
0a2cA9H6KuOsoHLCnjl6YL;"Ready To Fly - Sub Focus & Dimension";0.0485;0.485;0.969;0.664;8;0.192;-0.517;0.0561;173.941;4;0.448;"Trancedente ervaringen"
0Axadm8LykCLkL0vC7ENYx;Blocklist;0.0000737;0.637;0.99;0.875;1;0.184;0.364;0.384;174.007;4;0.12;"Trancedente ervaringen"
0b9Y406S9LwfkxtDD5uvNV;Hackers;0.00136;0.625;0.855;0.904;10;0.138;-5.08;0.105;173.992;4;0.404;"Trancedente ervaringen"
0bhRroouFZ25OrNUcnKTMS;"Good Times Bad Times - Document One Remix";0.0085;0.64;0.691;0.0914;0;0.12;-4.995;0.0817;174.949;4;0.0734;"Trancedente ervaringen"
0BomfsUcw03fQPKK668Etn;"Feel the Love (feat. John Newman)";0.0026;0.389;0.706;0.000182;1;0.686;-6.849;0.0593;179.911;4;0.238;"Trancedente ervaringen"
0CehS6FAi1t1NAHvD0ianB;"Reach - The Prototypes Remix";0.197;0.526;0.933;0.000185;8;0.115;-1.471;0.175;87.564;4;0.249;"Trancedente ervaringen"
0CmdSvXatXCADglFczzxn5;Warhead;0.000757;0.435;0.985;0.733;7;0.436;-3.671;0.411;174.947;4;0.0547;"Trancedente ervaringen"
0evYoPRWnnQ6ACNC0LJPul;"Up Down Jumper";0.000379;0.795;0.652;0.881;2;0.0879;-8.042;0.0434;124.995;4;0.121;"Trancedente ervaringen"
0JIzCPy8H7PJYHVIW4N6zd;"Right Here, Right Now - Friction & Killer Hertz Remix";0.000916;0.461;0.956;0.722;4;0.236;-2.388;0.091;174.314;4;0.0711;"Trancedente ervaringen"
0KRbKQNUN86TK7Z6ubsDSy;"Better With You";0.01;0.623;0.859;0.555;11;0.2;-3.136;0.0481;173.89;4;0.247;"Trancedente ervaringen"
0laSPpzgD2rNatLXQwTyM2;"You & I";0.00434;0.497;0.927;0.00148;10;0.113;-2.772;0.0502;173.98;4;0.563;"Trancedente ervaringen"
0NxUJeZywUa0dWbr4udfrf;"Followers - A.M.C Remix";0.000126;0.332;0.937;0.605;7;0.458;-2.172;0.165;174.969;4;0.204;"Trancedente ervaringen"
0wgLAiYcuIbEOCQcRI6jep;"MAKE A MOVE";0.0142;0.53;0.876;0.000014;8;0.161;-2.723;0.0479;174.043;4;0.218;"Trancedente ervaringen"
13rtgTDK9w1clbgXpGuW3y;"Let Me Hold You";0.367;0.458;0.724;0;8;0.0912;-3.706;0.0478;172.79;4;0.18;"Trancedente ervaringen"
