spotifyId;name;acousticness;danceability;energy;instrumentalness;key;liveness;loudness;speechiness;tempo;time_signature;valence;pname
1AMhHu4zL3CGHHHqJhOyhV;IMY;0.023;0.425;0.918;0.000291;4;0.114;-1.555;0.0397;174.021;4;0.308;"Trancedente ervaringen"
1bKLxdg9QOkwcOy3PYv7Fk;"Full Send";0.0363;0.514;0.956;0.0759;5;0.123;-0.846;0.0297;173.955;4;0.489;"Trancedente ervaringen"
1eV81a6H4xDdpi8r2C4tQT;Gravity;0.00149;0.783;0.616;0.769;7;0.117;-11.131;0.0691;125.023;4;0.0734;"Trancedente ervaringen"
1gPJ3F2p8rwhlzr1AF58W7;Sientelo;0.00308;0.528;0.934;0.00614;1;0.084;0.42;0.168;174.91;4;0.41;"Trancedente ervaringen"
1iDbUIQcRyUpl1K1WPZOVW;"Go Like - D&B Remix";0.00342;0.631;0.873;0.000183;8;0.463;-2.487;0.0958;86.063;4;0.543;"Trancedente ervaringen"
1IHOCU7v322k1TPovsbInD;"WANT NEED LOVE - Dimension Remix";0.00149;0.368;0.982;0.0348;8;0.146;-0.936;0.05;174.064;4;0.201;"Trancedente ervaringen"
1itEH3HcyyHzrQlsESqZmE;"Enter The Warrior - Toronto Is Broken Remix";0.0000617;0.491;0.969;0.847;0;0.402;-2.553;0.149;174.051;4;0.235;"Trancedente ervaringen"
1jJiM8kiIRSZ95xhLmoQZr;FEEL;0.0121;0.45;0.914;0.000402;9;0.121;-0.513;0.0376;174.087;4;0.424;"Trancedente ervaringen"
1K6gyNdEjiap8P5IBELG6t;Children;0.0000247;0.467;0.942;0.934;1;0.148;-3.122;0.0401;173.984;4;0.235;"Trancedente ervaringen"
1KyPT1Fno54CmoGYmwi0Ix;"Drops - Kanine Remix";0.00177;0.65;0.848;0.00162;1;0.132;-3.255;0.367;174.792;4;0.0862;"Trancedente ervaringen"
1Mze7crzF9BWo82DiAsmjj;Tour;0.456;0.584;0.993;0.688;5;0.129;1.634;0.0527;175.082;4;0.36;"Trancedente ervaringen"
1OBi4IRkuVOCegnDHG3xhj;"I Refuse";0.000622;0.523;0.887;0.799;8;0.048;-4.435;0.0403;174.114;4;0.0911;"Trancedente ervaringen"
1omIXVQREkfSWaf5lYE4zJ;Nebula;0.00113;0.665;0.786;0.738;8;0.387;-2.602;0.0647;173.964;4;0.146;"Trancedente ervaringen"
1Pz0cWra46RQXwShCFIP0x;Techno;0.00107;0.514;0.99;0.167;10;0.528;-1.513;0.089;173.994;4;0.233;"Trancedente ervaringen"
1saGT647yytc1I9stbjb73;"Miss You - D&B Mix";0.00869;0.651;0.929;0.0589;10;0.16;-2.029;0.273;174.072;4;0.392;"Trancedente ervaringen"
1YF2iUHdWnbO3MWI7z5aQf;Heaven;0.000744;0.404;0.939;0.0253;2;0.0648;-1.101;0.0379;174.998;4;0.104;"Trancedente ervaringen"
225lMWq2wtUmUeETswWKu8;"Enemy Brain";0.000594;0.429;0.933;0;10;0.221;-2.15;0.0813;172.05;4;0.447;"Trancedente ervaringen"
24ySkp8LemsZFzelhKZtPa;"Pull the Trigger";0.0000601;0.484;0.968;0.825;7;0.319;-2.466;0.0595;173.992;4;0.361;"Trancedente ervaringen"
2aYyIpJWXHM74lGU4u63Xr;"Outsider - Original Mix";0.000171;0.667;0.889;0.837;7;0.0919;-2.673;0.0742;174.015;4;0.102;"Trancedente ervaringen"
2BRLxNhZT3HEKRINTCDBcm;"LIFT YOU UP";0.00862;0.527;0.968;0.00374;1;0.329;-2.39;0.039;175.033;4;0.621;"Trancedente ervaringen"
2Cg6f0J6nIK46GvOZSkQ8n;Silverlined;0.115;0.511;0.956;0.829;8;0.27;-1.439;0.0866;173.921;4;0.307;"Trancedente ervaringen"
2CRx925YeUuCmXnb76IGZb;"Begin By Letting Go";0.127;0.612;0.499;0.184;4;0.146;-6.904;0.0546;173.021;4;0.0398;"Trancedente ervaringen"
2E2V4NwrF5Q7pOed7FQS7V;"First To Go";0.135;0.599;0.961;0.00019;7;0.0799;-3.556;0.0705;173.937;4;0.132;"Trancedente ervaringen"
2L1aZnDDgVANTgIKGCI5co;"Last Time";0.0107;0.528;0.991;0.647;10;0.466;-1.982;0.117;174.06;4;0.679;"Trancedente ervaringen"
2ON6cCZbi7momz4JLx2jTN;Siren;0.118;0.486;0.986;0.684;5;0.219;0.92;0.062;173.983;4;0.241;"Trancedente ervaringen"
2Ufi1fOJMTE0CkGmG1Mq2l;Sweet;0.00374;0.589;0.737;0.00315;6;0.14;-6.249;0.0711;127.997;4;0.189;"Trancedente ervaringen"
2vg5YDfcWlj4eK6wPPeCyu;"Mr Happy";0.00838;0.619;0.959;0.105;1;0.179;0.326;0.368;173.938;4;0.167;"Trancedente ervaringen"
30JQ8Qx1Ri7Jl5vuRvxMXr;"Our Love Will Grow - Andromedik Remix";0.0174;0.437;0.937;0.0000271;1;0.279;-2.351;0.0435;173.877;4;0.245;"Trancedente ervaringen"
31wYP7JYzEzMbX0ORrINoe;Nemesis;0.0000169;0.51;0.979;0.506;11;0.803;-0.614;0.0918;175.044;4;0.217;"Trancedente ervaringen"
38m03Qe21pXt6QgtVSc1Wg;"No Man";0.00994;0.711;0.936;0.903;8;0.688;-2.262;0.154;172.061;4;0.686;"Trancedente ervaringen"
3cUCZXXa2NLl8U15MvzoDi;"Give & Take";0.00894;0.532;0.841;0.00299;8;0.446;-2.985;0.0519;87.515;4;0.518;"Trancedente ervaringen"
3cvr7I6DJxIq3GL4UAU8p4;"Howling - Andromedik Remix";0.000501;0.45;0.801;0.000195;0;0.295;-4.261;0.034;173.968;4;0.0951;"Trancedente ervaringen"
3dgIr8ONpPjeM1rFAGIJ8u;Surreal;0.00322;0.43;0.978;0.451;11;0.112;-2.529;0.0743;175.002;4;0.286;"Trancedente ervaringen"
3FsdYAv9VAUsDGDVgzTurN;"Hot Right Now - Radio Edit";0.00656;0.524;0.972;0.00058;4;0.224;-1.569;0.0431;175.017;4;0.476;"Trancedente ervaringen"
3NKLPcvDM0pefpLNcmui2W;"Tidal Wave";0.0446;0.522;0.868;0.0000013;5;0.635;-5.307;0.0412;173.96;4;0.514;"Trancedente ervaringen"
3NOVTYbCs2IyRv43bTIApH;"Last Jungle (Camo & Krooked & Mefjus Remix)";0.00284;0.335;0.951;0.615;5;0.15;0.049;0.0865;174.74;4;0.0975;"Trancedente ervaringen"
3R1gXKfGIC7YiGJ6trWcOx;"Anarchy (Shock One Remix)";0.00358;0.515;0.986;0.00398;11;0.112;-2.134;0.204;174.965;4;0.708;"Trancedente ervaringen"
3VuJ5dbE0XEhdOgiaHDvNs;Poison;0.000417;0.333;0.955;0.0151;6;0.0921;-4.034;0.043;173.96;4;0.167;"Trancedente ervaringen"
3WNzOFBAbi5Cc72223avI7;"Gold Dust - Fox Stevenson Remix";0.0031;0.543;0.981;0.00125;0;0.151;0.836;0.049;173.998;4;0.428;"Trancedente ervaringen"
42QJ7iyl66MSJh5szVe4sF;"Stay - Maduk Remix";0.00416;0.433;0.952;0.000995;6;0.0351;-3.233;0.0528;175.899;4;0.409;"Trancedente ervaringen"
432QNdBXBTQhtuUhO3pjiT;Forever;0.00146;0.179;0.8;0.304;10;0.118;-5.245;0.0562;174.045;4;0.0747;"Trancedente ervaringen"
47ZtIbXcqQt0z3YFmcscDI;Roadtrip;0.0141;0.576;0.386;0.92;7;0.102;-12.604;0.061;124.994;4;0.0375;"Trancedente ervaringen"
4CDTHGXvoZTFGGT9yjDMn6;Weavers;0.000583;0.276;0.865;0.00118;5;0.56;-2.233;0.178;174.039;4;0.271;"Trancedente ervaringen"
4hgX3PfsGkgYpn488zYncj;Underground;0.0668;0.578;0.73;0.418;4;0.0965;-4.773;0.0439;174.011;4;0.264;"Trancedente ervaringen"
4nrcPumLm5ozA8qOEHcVm2;"Want You";0.00103;0.55;0.984;0.103;10;0.105;-1.11;0.0932;174.976;4;0.0583;"Trancedente ervaringen"
4O4ZTbRcRN8PQT9NqnNLwe;Junipero;0.00328;0.512;0.944;0.00947;10;0.387;-2.254;0.0394;174.019;4;0.554;"Trancedente ervaringen"
4pd8nt4rexiPsqLzo3daFv;"Come Together";0.00279;0.671;0.868;0.273;1;0.148;1.221;0.0874;173.037;4;0.463;"Trancedente ervaringen"
4Po3dKSXpM2SirJzXVarOc;"Bass - Teddy Killerz Remix";0.0114;0.612;0.988;0.00624;1;0.385;-0.422;0.43;174.04;4;0.253;"Trancedente ervaringen"
4vbYfEIxXIuH0XmyTNtbKc;"New Beginning - Millbrook Remix";0.14;0.609;0.646;0.000877;0;0.12;-5.993;0.0506;172.019;4;0.321;"Trancedente ervaringen"
507UUx311ghfFTMSuHUeyS;"Desire (Sub Focus & Dimension)";0.133;0.537;0.906;0.0187;8;0.319;-1.167;0.0651;173.898;4;0.504;"Trancedente ervaringen"
53O5nAlq04RKmSBqW0SFvG;"Down Under (feat. Colin Hay)";0.0116;0.308;0.86;0.000828;11;0.277;-4.111;0.168;171.835;4;0.0387;"Trancedente ervaringen"
54fohuXf4bBZwpyDDzCOYI;"Here with Me (feat. Modestep) (The Prototypes Remix)";0.000161;0.4;0.949;0.693;6;0.384;-2.128;0.0699;174.007;4;0.11;"Trancedente ervaringen"
56Iy91DuVUbdbNCyuUynk9;Parallel;0.000835;0.394;0.966;0.309;10;0.265;-3.645;0.0377;174.018;4;0.186;"Trancedente ervaringen"
57pvcUZQ4GIzI5SPuRDdYW;Games;0.209;0.591;0.993;0.0494;1;0.305;3.108;0.0903;175.045;4;0.195;"Trancedente ervaringen"
5cHcO9EoZJAGQ6JxgMhRjU;"Ex Machina";0.00163;0.467;0.929;0.766;1;0.201;-4.318;0.054;173.99;4;0.157;"Trancedente ervaringen"
5cRDn5aGMLvWsldoRmOOz0;"Solar System";0.0355;0.544;0.942;0.435;5;0.631;-2.552;0.0464;173.97;4;0.303;"Trancedente ervaringen"
5EeEPxyY3X7JtraHeaOFHq;"Like That";0.0266;0.625;0.759;0;5;0.107;-2.46;0.118;174.087;4;0.893;"Trancedente ervaringen"
5hPWHC0L6z0KLET5rRkpTR;"Better Now - Original Mix";0.00169;0.529;0.636;0.00019;0;0.0755;-5.55;0.0587;174.955;4;0.51;"Trancedente ervaringen"
5JHsVB4K75ModSP4dORCBe;"Shadows - Black Sun Empire Remix";0.00017;0.466;0.965;0.0817;1;0.133;-2.725;0.502;173.925;4;0.214;"Trancedente ervaringen"
5Lsr7AauyHMlMNjQzWb0uH;"Dying Light";0.000966;0.492;0.867;0.0644;1;0.11;-4.423;0.0377;174.032;4;0.249;"Trancedente ervaringen"
5mk5IUHKpdL0MBr6IY69hV;"Worth The Lie";0.000295;0.403;0.939;0.00545;1;0.275;-1.673;0.21;175.128;4;0.0747;"Trancedente ervaringen"
5tcZPB2Cyj3FdB5nQW2Gog;Gravity;0.000173;0.405;0.917;0.115;5;0.132;-3.03;0.0357;174.045;4;0.194;"Trancedente ervaringen"
5TGdeBW6v7BuGYjtiFKwyC;"Devotion (ft. Cameron Hayes)";0.0134;0.456;0.987;0.0273;5;0.0469;-0.756;0.0887;173.971;4;0.306;"Trancedente ervaringen"
5UvLQncwvEGiRLn0xEZw45;"Off The Ground";0.0296;0.582;0.791;0.105;0;0.118;-3.643;0.0427;174.01;4;0.0422;"Trancedente ervaringen"
5WQRfEQCHeL8HEp6MtRjJZ;"Everything You Say";0.00021;0.467;0.921;0.845;1;0.114;-3.462;0.0524;173.973;4;0.623;"Trancedente ervaringen"
5yq19i8dWxy09NaDkHw3dX;"I See You";0.00455;0.368;0.909;0.00248;8;0.12;-3.121;0.058;173.897;4;0.17;"Trancedente ervaringen"
5zHzEsYUDBc9tshCpYu17D;"Breathe - Mefjus & Camo & Krooked Remix";0.000511;0.505;0.995;0.742;10;0.0781;-0.295;0.122;175;4;0.419;"Trancedente ervaringen"
5zt7oyy8Cx50sTGOdxMrCl;Obsessive;0.0018;0.704;0.944;0;10;0.072;-1.947;0.147;174.183;4;0.191;"Trancedente ervaringen"
6EtaUxjbnvtcEXIbtKjSKe;SHADOWS;0.275;0.623;0.986;0.0621;10;0.0819;-1.187;0.0559;175.024;4;0.616;"Trancedente ervaringen"
6kqjy4FPMdkMtRMqJJ8AxN;"Feel This Good";0.000735;0.434;0.901;0.0173;5;0.101;-3.594;0.0315;173.874;4;0.173;"Trancedente ervaringen"
6mn1ONjmNwEXM3tuXpgok7;"Cap Down";0.00329;0.654;0.991;0.225;6;0.316;-0.958;0.223;173.996;4;0.188;"Trancedente ervaringen"
6tCdBWL2AKhu3UMWkx1hlw;"Need Me";0.00736;0.459;0.966;0.452;8;0.133;-3.142;0.13;175.078;4;0.538;"Trancedente ervaringen"
6xzhcsONKuG7lxXwogJ7M4;"Illusions (ft. Holly Drummond)";0.0511;0.591;0.781;0.00254;7;0.0942;-3.141;0.0581;174.031;4;0.078;"Trancedente ervaringen"
6YultDhgOUR5bd8DNxdWXD;"Pull The Trigger - Maduk Remix";0.00052;0.491;0.941;0.000597;10;0.0289;-2.893;0.0469;174.943;4;0.202;"Trancedente ervaringen"
6yZyQ2sDmelY3C6KesOYYL;Power;0.0000675;0.548;0.92;0.877;11;0.0592;-0.81;0.0647;173.993;4;0.358;"Trancedente ervaringen"
7aYilD8vBLICtiJ7Pt6XLY;"Rock It (Wilkinson Remix)";0.0161;0.453;0.99;0.932;5;0.109;-1.368;0.0861;174.05;4;0.399;"Trancedente ervaringen"
7B0gxo0jQCy5Lk93RIODAC;Baianá;0.00198;0.531;0.89;0.497;2;0.0913;-6.308;0.144;169.963;4;0.411;"Trancedente ervaringen"
7D5qMGajdfznFcXFArk5VE;"Illuminate - Sub Focus & Wilkinson";0.0475;0.447;0.931;0.225;5;0.283;-3.879;0.0509;173.992;4;0.141;"Trancedente ervaringen"
7Ff2ZgIyYgmYMzTg8BotG2;Bass;0.000613;0.828;0.99;0.599;8;0.153;0.498;0.325;174.032;4;0.314;"Trancedente ervaringen"
7gfFqigmPAHrHt6c84b5cm;Higher;0.0113;0.494;0.941;0.127;9;0.113;-3.951;0.0442;174.056;4;0.142;"Trancedente ervaringen"
7gJi2A12cVkyohTXjHTemd;Go;0.00378;0.432;0.921;0.000011;7;0.104;-3.149;0.0395;173.988;4;0.207;"Trancedente ervaringen"
7kQXGrk0osZ5q9Cr4FYzVw;"Shak Out";0.000204;0.649;0.993;0.314;11;0.515;-1.504;0.266;171.914;4;0.192;"Trancedente ervaringen"
7N1abdI3wIAFxGZ9637MFq;"Let This Go - Original Mix";0.000917;0.492;0.909;0.0000657;0;0.346;-3.013;0.0563;174.957;4;0.208;"Trancedente ervaringen"
7nIsxHK8t1p215mXLpZgbh;"Supernature (Instrumental CLIMAX edit)";0.0000274;0.654;0.955;0.911;2;0.0672;-6.851;0.0508;128.005;4;0.967;"Trancedente ervaringen"
00BKR2XRZh0PGSHAaO3sFR;Yeah;0.0369;0.749;0.953;0.804;7;0.0323;-3.527;0.0701;122.977;4;0.514;"House 2023"
05QGJav2nGJ9qdQ3vG9A9t;"Ask Me";0.0145;0.803;0.935;0.191;4;0.296;-4.915;0.032;124.008;4;0.738;"House 2023"
0gbSjStW5gcDSMiVixqmT2;"All Night Long";0.0282;0.677;0.883;0.886;9;0.363;-8.222;0.0486;127.002;4;0.44;"House 2023"
0GiwV6v3AgJfdu59tj719Y;"Pump It Up";0.203;0.899;0.894;0.0000995;1;0.0606;-7.255;0.222;129.047;4;0.654;"House 2023"
0JFcQm0Zjdt8FjqXHe0123;"The beat goes on - Original";0.00354;0.765;0.694;0;5;0.268;-4.344;0.0656;127.944;4;0.737;"House 2023"
0L1jiMsLkTgooqUp4DILpC;Lovin;0.000256;0.522;0.984;0.944;11;0.329;-5.398;0.0795;126.003;4;0.61;"House 2023"
0mpZguOykEX2E3ROET1JOa;"Escaping It (feat. Tania Foster)";0.00937;0.778;0.886;0.365;6;0.0873;-6.697;0.0726;128.002;4;0.578;"House 2023"
0rMuFOja3DhVSuXQeae25C;Sleep;0.00246;0.674;0.815;0.000435;7;0.094;-6.501;0.0334;132.032;4;0.204;"House 2023"
0UHhtA7tNKZaEPh7hYZVGP;"Feeling for You";0.000141;0.828;0.769;0.741;6;0.184;-10.409;0.0828;133.055;4;0.73;"House 2023"
18asYwWugKjjsihZ0YvRxO;"The Motto";0.0301;0.754;0.763;0.0000223;7;0.0901;-4.627;0.0435;117.953;4;0.464;"House 2023"
1aNUSKBe6UMyMk3pEu9ws7;Atmosphere;0.00618;0.762;0.895;0.145;8;0.203;-4.562;0.0737;125.979;4;0.755;"House 2023"
1e2VTVaFPqbOk3LoRFkA64;Feels;0.00934;0.635;0.932;0.00986;6;0.295;-6.998;0.0415;124.033;4;0.407;"House 2023"
1fKnpml7V0VImOFQA7XXyj;"Funky Town";0.00311;0.832;0.904;0.749;0;0.311;-5.556;0.0493;124.978;4;0.636;"House 2023"
1gRQxbfL4ULWyTosgXSbWT;"You Little Beauty";0.00232;0.926;0.951;0.452;6;0.313;-5.531;0.0924;123.987;4;0.918;"House 2023"
1okhlrAG0YsKTx9PpPprXv;"Love the Way (Happiness)";0.0205;0.657;0.788;0.161;1;0.073;-7.209;0.0429;125.997;4;0.455;"House 2023"
1uRkLJG9sdMFIB8Hb18uGx;"Lost Myself Again";0.00596;0.803;0.823;0.0012;2;0.336;-5.968;0.0598;124.998;4;0.769;"House 2023"
1YKp8PG1DEQJ0hLc2CJGO8;"You Give Me A Feeling";0.259;0.761;0.867;0.615;2;0.0689;-6.168;0.0499;126.03;4;0.679;"House 2023"
1YLfUTA2Kc6jQyp1DewF2P;"My Heart";0.00609;0.635;0.811;0.000249;6;0.165;-6.202;0.0394;131.974;4;0.189;"House 2023"
1yxKIMxQkcq9oBw90osPzw;"Stupidisco (David Penn Remix)";0.0254;0.729;0.955;0.562;5;0.052;-5.474;0.0518;123.027;4;0.927;"House 2023"
20on25jryn53hWghthWWW3;"Do It To It";0.0209;0.854;0.806;0.0542;11;0.0703;-8.262;0.0886;124.927;4;0.637;"House 2023"
23RoR84KodL5HWvUTneQ1w;"(It Goes Like) Nanana - Edit";0.12;0.671;0.876;0.188;7;0.0823;-5.681;0.0352;129.998;4;0.964;"House 2023"
28cF5QOu0CWdyTt6lYxIeA;"Sun Goes Down";0.0339;0.771;0.939;0.000157;7;0.149;-5.145;0.158;126.036;4;0.635;"House 2023"
28pQcTJag5xFasUq2fw9PK;"Shades Of Love (feat. The Joy)";0.0257;0.65;0.801;0.00239;8;0.0942;-5.624;0.0764;125.008;4;0.605;"House 2023"
2BtCQtoNGPo74ChfxACqM2;"Sorry (with Madonna) - Franky Rizardo Remix";0.000385;0.604;0.961;0.85;5;0.253;-7.349;0.0388;128.009;4;0.677;"House 2023"
2FEUloDXMvRnyfLcsrCfkw;"La Danza";0.00298;0.797;0.88;0.574;6;0.183;-5.722;0.0442;125.996;4;0.357;"House 2023"
2hLczPN5CH5qhc6J4WBJHs;"My Feelings For You - Mark Knight Remix";0.0055;0.728;0.95;0.00386;11;0.33;-4.216;0.0977;124.003;4;0.812;"House 2023"
2KN5wY5R4gXbka8wB2kXh8;"Be My One";0.0196;0.666;0.906;0.000346;0;0.0947;-4.938;0.0446;120.94;4;0.659;"House 2023"
2LxdNADWier3MKTei8FbOY;"I Was Made For Lovin' You (feat. Nile Rodgers & House Gospel Choir)";0.0577;0.686;0.892;0.00000711;10;0.0838;-3.186;0.0498;126.03;4;0.752;"House 2023"
2n6qz4opcJlHsEpI8030YM;"Check Out";0.00577;0.814;0.675;0.0818;10;0.0956;-6.761;0.042;125;4;0.776;"House 2023"
2QLAStuvDy5OIbjeCwcNgB;"Tu Haces";0.0197;0.79;0.848;0.351;1;0.0769;-7.805;0.0703;130.021;4;0.543;"House 2023"
2rNy5Ils7RO6m2E2W83CR5;"Nightjar (feat. SHELLS)";0.0686;0.78;0.863;0.284;9;0.316;-5.425;0.0384;124.004;4;0.735;"House 2023"
2sTEiEN6OTO9Xi7ZE2DFs0;"Save Our Soul - Rework 2021";0.000537;0.658;0.987;0.912;3;0.736;-4.697;0.0821;126.019;4;0.156;"House 2023"
2SweUwDKRlXeCDyaJddhWJ;"Wanna Go Dancin'";0.00676;0.764;0.856;0.739;4;0.0606;-5.415;0.0659;125;4;0.748;"House 2023"
2t3FV5IpL1uWeMjt7vOomW;"V I B R A T I O N";0.00123;0.504;0.915;0.0163;10;0.331;-5.38;0.0494;126.979;4;0.49;"House 2023"
2YDOjCfkGciEXxSutB6LJR;"World Hold On - FISHER Rework";0.00596;0.771;0.883;0.00607;1;0.135;-5.243;0.0584;127.008;4;0.895;"House 2023"
356nHbjGvIjIn5JCppGmzW;"La Revolution";0.000727;0.723;0.994;0.701;9;0.346;-5.195;0.076;125.049;4;0.284;"House 2023"
39JofJHEtg8I4fSyo7Imft;"B.O.T.A. (Baddest Of Them All) - Edit";0.164;0.736;0.906;0.585;0;0.106;-7.589;0.048;137.001;4;0.698;"House 2023"
3aLsMcZZTLgQqjpWgeWMMM;"Liquor Store";0.0225;0.803;0.932;0.581;0;0.078;-7.123;0.0912;124.963;4;0.726;"House 2023"
3aQFj0dc2vv6sAhHSVGoFi;"Maria Maria";0.0967;0.747;0.657;0.00497;0;0.278;-7.652;0.0912;128.037;4;0.397;"House 2023"
3BW3HN3slcmHuuiXvLbfTi;"Sweet Lies";0.0414;0.738;0.945;0.611;4;0.565;-5.932;0.0414;124.968;4;0.732;"House 2023"
3hppnuudaiykKANhWxWiGC;"Not To Me";0.0625;0.872;0.945;0.077;3;0.144;-4.871;0.062;124.989;4;0.802;"House 2023"
3HybwTm4C1n07gqg85f8qt;"Get This Party Started";0.000953;0.756;0.748;0.395;11;0.0749;-6.714;0.0511;126.076;4;0.678;"House 2023"
3imFFkLiWijl9RID0PBfYT;Gadasi;0.0401;0.735;0.92;0.816;11;0.0853;-6.971;0.0526;126.044;4;0.35;"House 2023"
3lsiqFV6SKhBgzQCpuM1JR;"Miracle (with Ellie Goulding) - Mau P Remix";0.00134;0.642;0.943;0.085;8;0.155;-6.87;0.0519;128.005;4;0.44;"House 2023"
3ly7EyAG3qv3wlGBAf7gIF;Everybody;0.00085;0.805;0.916;0.863;1;0.0498;-7.161;0.148;127.001;4;0.0497;"House 2023"
3OZUrZBtQCiMmpoZquu0BS;"Work (feat. Dave Giles II, Cor.Ece & Mike Dunn)";0.00251;0.762;0.707;0.00685;10;0.073;-7.306;0.0437;124.956;4;0.717;"House 2023"
3SK6BAxWE3rzQO7NYSfaWD;"We Burn";0.0013;0.591;0.907;0.91;8;0.357;-6.077;0.0338;124.999;4;0.257;"House 2023"
3wgwqPdxN1iZJ9KxLCUpZj;"So High";0.157;0.78;0.573;0.211;11;0.199;-8.387;0.0349;123.984;4;0.0787;"House 2023"
3YXIVMQLRRq2K7kxC7UYx6;"Move Your Body";0.00531;0.791;0.801;0.189;4;0.509;-6.344;0.07;124.985;4;0.609;"House 2023"
40SBS57su9xLiE1WqkXOVr;"Afraid To Feel";0.0166;0.578;0.912;0.00362;1;0.273;-3.929;0.114;127.87;4;0.68;"House 2023"
42R4QvzLx9RjoZERFzgmA1;"Moving Up";0.0136;0.803;0.922;0.777;6;0.146;-6.487;0.0447;126.021;4;0.796;"House 2023"
48CHp6FBDAPrLRGG9OPIsi;A1;0.0089;0.793;0.969;0.233;2;0.351;-4.6;0.0447;126.011;4;0.793;"House 2023"
4ASOMWcJUrwEpjJy4GEijz;"California Dreamin' (feat. High Jinx)";0.00552;0.685;0.911;0.0247;9;0.285;-4.977;0.144;128.02;4;0.351;"House 2023"
4bz8Z7squfs2Yji2DwoujR;Asking;0.0213;0.477;0.854;0.0000167;4;0.19;-5.274;0.0896;126.965;4;0.395;"House 2023"
4cRh8GLkf85Dl8dsceZMqp;Bumpin';0.0221;0.799;0.965;0.802;11;0.323;-7.956;0.0817;126.005;4;0.724;"House 2023"
4cuJbDiraxt9AsEeevmFuQ;"Make Your Move";0.0248;0.647;0.992;0.106;4;0.156;-2.748;0.0971;124;4;0.555;"House 2023"
4cWafPsRizm6woL5j4HNTD;"(It Happens) Sometimes";0.000431;0.833;0.886;0.00451;11;0.11;-6.767;0.0573;122.025;4;0.604;"House 2023"
4fntxnmBljT1Ve03u0njYg;"Bless Me (with Discrete)";0.0122;0.693;0.878;0.462;6;0.119;-6.264;0.0386;129.998;4;0.384;"House 2023"
4G4patpYxsF6ovHZOX9wgR;"Human (feat. Echoes)";0.00162;0.544;0.856;0.818;5;0.0763;-6.84;0.0314;125.992;4;0.233;"House 2023"
4IW3mVb1kWkqahrWJ1PjV7;Amerindio;0.00397;0.773;0.93;0.596;11;0.194;-4.083;0.0862;124.989;4;0.477;"House 2023"
4My6EhqP2jFeKpq52c2E43;MEI;0.0482;0.798;0.859;0.553;6;0.115;-5.352;0.0465;127.004;4;0.514;"House 2023"
4qDpLaFGf5ampf2DXD2TMA;"Where You Are";0.00953;0.56;0.832;0.00541;9;0.546;-6.432;0.0363;126;4;0.0818;"House 2023"
4SnuG111QPmgwRmlwhJ4Mg;"Hold Me";0.586;0.762;0.942;0.764;9;0.115;-6.432;0.038;120;4;0.038;"House 2023"
4TqGe1UaneqGotEIwraZ75;"Work It";0.0204;0.683;0.677;0.732;1;0.0504;-8.442;0.0929;125.021;4;0.178;"House 2023"
4tTpmg8AGcChIUnuio4CtR;"At Night - Purple Disco Machine Remix";0.0449;0.801;0.601;0.00485;5;0.159;-6.416;0.0744;122.004;4;0.426;"House 2023"
4xpPOGgvnffSI6059kVmKx;Time;0.0139;0.731;0.949;0.731;9;0.357;-7.326;0.0384;123.994;4;0.517;"House 2023"
4zN21mbAuaD0WqtmaTZZeP;Ferrari;0.0127;0.847;0.69;0.00006;1;0.0526;-7.877;0.0493;125.004;4;0.692;"House 2023"
51JKSTZ1bJjfpV9z8vp9Oi;"Ain't Nobody (feat. LaShun Pace)";0.0213;0.676;0.812;0.0165;2;0.666;-5.673;0.0418;120.006;4;0.393;"House 2023"
553gYUFBUpXSQM8CSZcEhg;"Pump The Brakes";0.00675;0.813;0.669;0.107;8;0.36;-6.827;0.092;124.007;4;0.508;"House 2023"
5B4gUqNKYgU38ULSWP5Bzj;Sete;0.0199;0.736;0.827;0.00828;6;0.351;-3.902;0.0643;125.008;4;0.814;"House 2023"
5bZjb7xKqLqa58QiUBcVvl;"Marianela (Que Pasa)";0.033;0.828;0.893;0.00535;1;0.0811;-3.344;0.0496;124.043;4;0.602;"House 2023"
5erkBzi1uzfVzRotIEDevu;"My Paradise";0.0005;0.749;0.74;0.154;10;0.112;-8.528;0.0313;128.012;4;0.887;"House 2023"
5FxE7lQoBhfdW3h9P8qDdO;"For The Same Man - Nic Fanciulli Remix";0.000351;0.778;0.877;0.712;11;0.114;-8.96;0.0463;127.015;4;0.792;"House 2023"
5Gl0Oedhzp5KzHeajiZSxQ;Hooked;0.0207;0.747;0.998;0.705;5;0.058;-5.934;0.0516;125.989;4;0.724;"House 2023"
5Gsst9vg3MBhEC11xWatPT;"I Need A Painkiller - Armand Van Helden Vs. Butter Rush / MK Radio Edit";0.00441;0.698;0.915;0.812;7;0.275;-5.019;0.0407;125.014;4;0.427;"House 2023"
5h2ED2Bw6lKWZDOuQTTSDG;"In Chicago";0.00172;0.73;0.849;0.82;2;0.159;-6.899;0.0378;125.99;4;0.688;"House 2023"
5u4hhtZ7f4rWkMZEZcTKrH;"Relax My Eyes";0.176;0.747;0.616;0.116;3;0.143;-9.76;0.0324;131.975;4;0.908;"House 2023"
5WoBAyXaOnKEfvsZocrPeT;"My Humps";0.0307;0.842;0.673;0.0197;9;0.058;-6.068;0.068;128.99;4;0.354;"House 2023"
